instancia,seed,alpha,tempo,obj.grasp,obj.best
../instancias/VFR60_10_3_Gap.txt,3,0.000000,5.891470,4357,3514
../instancias/VFR20_10_3_Gap.txt,3,0.600000,2.035824,1855,1658
../instancias/VFR60_5_10_Gap.txt,4,0.000000,3.240998,3849,3665
../instancias/VFR100_60_1_Gap.txt,7,0.000000,58.516042,11247,9932
../instancias/VFR10_15_1_Gap.txt,6,0.000000,1.529242,1424,1309
../instancias/VFR100_60_1_Gap.txt,3,1.000000,58.194492,11423,10077
../instancias/VFR600_20_1_Gap.txt,3,0.600000,119.123872,35621,33090
../instancias/VFR500_40_1_Gap.txt,7,0.600000,199.280919,33772,30738
../instancias/VFR20_10_3_Gap.txt,9,0.800000,2.005538,1995,1671
../instancias/VFR20_20_1_Gap.txt,6,0.800000,3.817397,2772,2341
../instancias/VFR500_40_1_Gap.txt,8,0.400000,198.061931,33372,30889
../instancias/VFR500_60_3_Gap.txt,7,0.800000,299.385150,36393,33374
../instancias/VFR600_20_1_Gap.txt,3,0.200000,117.457839,36102,32899
../instancias/VFR60_5_10_Gap.txt,3,0.200000,3.148074,3806,3665
../instancias/VFR20_10_3_Gap.txt,10,1.000000,2.044819,2112,1662
../instancias/VFR10_15_1_Gap.txt,4,0.200000,1.425958,1420,1352
../instancias/VFR600_20_1_Gap.txt,5,0.200000,125.943902,36096,32942
../instancias/VFR100_60_1_Gap.txt,7,1.000000,59.650799,11015,10069
../instancias/VFR60_10_3_Gap.txt,9,0.600000,5.897561,4334,3534
../instancias/VFR60_10_3_Gap.txt,5,0.000000,6.042789,4357,3703
../instancias/VFR20_20_1_Gap.txt,1,0.800000,3.785049,2672,2395
../instancias/VFR500_60_3_Gap.txt,6,1.000000,296.351298,36979,33601
../instancias/VFR700_20_10_Gap.txt,7,0.600000,137.802444,41611,37833
../instancias/VFR700_20_10_Gap.txt,2,0.000000,140.116661,40916,37943
../instancias/VFR700_20_10_Gap.txt,1,0.400000,140.634592,41128,37819
../instancias/VFR700_20_10_Gap.txt,3,0.400000,142.674266,41114,38011
../instancias/VFR20_20_1_Gap.txt,1,0.400000,3.924414,2726,2360
../instancias/VFR100_60_1_Gap.txt,2,0.200000,56.961575,11244,10042
../instancias/VFR20_10_3_Gap.txt,10,0.600000,1.998770,1997,1710
../instancias/VFR20_20_1_Gap.txt,8,0.600000,3.923187,2748,2407
../instancias/VFR20_10_3_Gap.txt,2,1.000000,2.072644,2042,1663
../instancias/VFR700_20_10_Gap.txt,3,0.600000,168.054927,41470,37804
../instancias/VFR600_20_1_Gap.txt,7,1.000000,143.852364,35733,32986
../instancias/VFR100_60_1_Gap.txt,4,1.000000,58.675592,11188,10163
../instancias/VFR100_60_1_Gap.txt,4,0.400000,57.289045,11226,9993
../instancias/VFR20_20_1_Gap.txt,9,0.400000,3.913057,2791,2373
../instancias/VFR60_5_10_Gap.txt,9,0.200000,3.089364,3849,3667
../instancias/VFR500_60_3_Gap.txt,5,0.400000,298.895486,36988,33593
../instancias/VFR700_20_10_Gap.txt,8,0.600000,137.431798,40770,37805
../instancias/VFR600_20_1_Gap.txt,10,0.600000,122.413829,35516,32993
../instancias/VFR600_20_1_Gap.txt,10,0.200000,119.580408,35665,32973
../instancias/VFR60_10_3_Gap.txt,9,1.000000,5.942240,4512,3704
../instancias/VFR20_20_1_Gap.txt,3,0.600000,4.039107,2731,2378
../instancias/VFR60_5_10_Gap.txt,3,1.000000,3.134429,4080,3665
../instancias/VFR60_10_3_Gap.txt,3,0.200000,6.049772,4483,3675
../instancias/VFR20_10_3_Gap.txt,4,0.800000,1.988722,1801,1671
../instancias/VFR20_20_1_Gap.txt,5,0.600000,3.923160,2642,2338
../instancias/VFR100_60_1_Gap.txt,9,1.000000,58.012888,11354,10078
../instancias/VFR100_60_1_Gap.txt,10,0.200000,57.810495,11306,9964
../instancias/VFR500_40_1_Gap.txt,4,0.400000,195.274424,33350,30695
../instancias/VFR100_60_1_Gap.txt,6,0.800000,57.601704,11564,10067
../instancias/VFR100_60_1_Gap.txt,5,1.000000,57.032136,11496,10012
../instancias/VFR60_5_10_Gap.txt,10,1.000000,3.150208,3906,3665
../instancias/VFR10_15_1_Gap.txt,9,0.600000,1.429554,1518,1309
../instancias/VFR20_20_1_Gap.txt,3,1.000000,3.881626,2765,2404
../instancias/VFR60_10_3_Gap.txt,2,1.000000,5.892890,4199,3569
../instancias/VFR100_60_1_Gap.txt,5,0.400000,57.234499,11243,10038
../instancias/VFR10_15_1_Gap.txt,10,0.600000,1.441937,1435,1320
../instancias/VFR20_10_3_Gap.txt,6,0.600000,2.126319,1868,1695
../instancias/VFR100_60_1_Gap.txt,1,0.400000,58.750727,11287,10078
../instancias/VFR20_20_1_Gap.txt,1,0.200000,3.958126,2798,2392
../instancias/VFR60_10_3_Gap.txt,7,1.000000,5.930343,4462,3596
../instancias/VFR500_40_1_Gap.txt,3,0.600000,198.136866,33748,30670
../instancias/VFR500_40_1_Gap.txt,9,1.000000,198.712808,33407,30717
../instancias/VFR60_5_10_Gap.txt,8,0.200000,3.187320,3847,3665
../instancias/VFR700_20_10_Gap.txt,6,1.000000,140.443741,40966,37904
../instancias/VFR60_5_10_Gap.txt,3,0.600000,3.137849,3886,3665
../instancias/VFR600_20_1_Gap.txt,1,0.000000,117.410814,35473,32997
../instancias/VFR600_20_1_Gap.txt,7,0.600000,120.705926,36172,32968
../instancias/VFR500_60_3_Gap.txt,2,0.600000,296.789091,36601,33485
../instancias/VFR500_60_3_Gap.txt,4,0.200000,304.298878,36872,33735
../instancias/VFR600_20_1_Gap.txt,5,1.000000,120.032460,36039,32948
../instancias/VFR20_20_1_Gap.txt,7,0.600000,3.882927,2818,2411
../instancias/VFR20_10_3_Gap.txt,7,0.800000,2.054936,1839,1667
../instancias/VFR500_40_1_Gap.txt,8,0.200000,203.131054,33599,30898
../instancias/VFR20_10_3_Gap.txt,3,0.200000,1.985557,2006,1694
../instancias/VFR100_60_1_Gap.txt,8,0.600000,57.197330,11247,9995
../instancias/VFR700_20_10_Gap.txt,3,0.800000,141.902105,41122,37875
../instancias/VFR10_15_1_Gap.txt,1,1.000000,1.506510,1467,1346
../instancias/VFR60_5_10_Gap.txt,2,0.400000,3.178067,3859,3665
../instancias/VFR20_20_1_Gap.txt,6,0.000000,3.799048,2715,2390
../instancias/VFR20_20_1_Gap.txt,1,1.000000,3.921440,2787,2377
../instancias/VFR500_60_3_Gap.txt,2,0.000000,306.061840,36930,33634
../instancias/VFR60_5_10_Gap.txt,7,0.200000,3.151193,3802,3665
../instancias/VFR500_40_1_Gap.txt,2,0.400000,197.411995,33415,30602
../instancias/VFR60_10_3_Gap.txt,9,0.800000,5.882676,4452,3567
../instancias/VFR20_10_3_Gap.txt,10,0.000000,2.092469,2017,1670
../instancias/VFR500_40_1_Gap.txt,9,0.200000,204.238220,33767,30516
../instancias/VFR20_10_3_Gap.txt,7,1.000000,1.995190,2012,1679
../instancias/VFR10_15_1_Gap.txt,3,0.200000,1.405060,1414,1352
../instancias/VFR10_15_1_Gap.txt,1,0.400000,1.429049,1396,1396
../instancias/VFR500_60_3_Gap.txt,10,0.000000,303.125996,36930,33605
../instancias/VFR700_20_10_Gap.txt,9,1.000000,136.824629,41034,37845
../instancias/VFR60_5_10_Gap.txt,8,0.000000,3.365449,3849,3684
../instancias/VFR500_40_1_Gap.txt,1,0.600000,197.402023,33895,30722
../instancias/VFR500_60_3_Gap.txt,6,0.000000,295.752847,36930,33607
../instancias/VFR600_20_1_Gap.txt,2,0.400000,121.068028,35785,32780
../instancias/VFR600_20_1_Gap.txt,9,0.400000,115.951324,35613,33123
../instancias/VFR500_40_1_Gap.txt,6,0.600000,198.088001,33186,30620
../instancias/VFR20_10_3_Gap.txt,9,0.000000,2.044165,2017,1664
../instancias/VFR10_15_1_Gap.txt,1,0.600000,1.429957,1442,1344
../instancias/VFR10_15_1_Gap.txt,9,0.400000,1.494383,1446,1310
../instancias/VFR10_15_1_Gap.txt,4,0.600000,1.505505,1544,1424
../instancias/VFR500_60_3_Gap.txt,2,0.200000,308.714143,36665,33699
../instancias/VFR60_10_3_Gap.txt,1,1.000000,6.091793,4629,3698
../instancias/VFR20_10_3_Gap.txt,5,0.200000,1.992421,1984,1693
../instancias/VFR60_10_3_Gap.txt,3,1.000000,6.084527,4416,3570
../instancias/VFR100_60_1_Gap.txt,8,0.000000,56.658845,11247,10068
../instancias/VFR10_15_1_Gap.txt,6,0.800000,1.429224,1452,1328
../instancias/VFR100_60_1_Gap.txt,4,0.600000,57.519548,11232,10153
../instancias/VFR500_40_1_Gap.txt,8,0.800000,197.756499,33911,30660
../instancias/VFR700_20_10_Gap.txt,5,0.600000,141.839352,41076,37920
../instancias/VFR60_5_10_Gap.txt,6,0.800000,3.168506,3866,3665
../instancias/VFR100_60_1_Gap.txt,3,0.000000,58.383562,11247,9995
../instancias/VFR60_5_10_Gap.txt,1,0.000000,3.117147,3849,3665
../instancias/VFR700_20_10_Gap.txt,10,1.000000,141.426625,41114,37805
../instancias/VFR500_60_3_Gap.txt,2,1.000000,296.383168,36192,33539
../instancias/VFR500_60_3_Gap.txt,10,1.000000,298.873763,36440,33608
../instancias/VFR10_15_1_Gap.txt,1,0.800000,1.456128,1512,1346
../instancias/VFR500_40_1_Gap.txt,3,1.000000,202.618145,33852,30835
../instancias/VFR100_60_1_Gap.txt,1,1.000000,58.056329,11543,10091
../instancias/VFR60_10_3_Gap.txt,9,0.200000,6.243705,4249,3693
../instancias/VFR500_40_1_Gap.txt,9,0.000000,196.880864,33119,30684
../instancias/VFR100_60_1_Gap.txt,10,0.800000,58.820209,11442,9980
../instancias/VFR10_15_1_Gap.txt,5,0.000000,1.423157,1424,1346
../instancias/VFR500_60_3_Gap.txt,8,0.400000,294.944778,36470,33438
../instancias/VFR700_20_10_Gap.txt,1,0.000000,137.356404,40916,37748
../instancias/VFR60_10_3_Gap.txt,4,0.000000,5.896078,4357,3620
../instancias/VFR700_20_10_Gap.txt,2,0.200000,142.757490,40962,37772
../instancias/VFR100_60_1_Gap.txt,3,0.600000,59.443836,11212,9947
../instancias/VFR500_40_1_Gap.txt,10,0.200000,203.971750,33404,30777
../instancias/VFR100_60_1_Gap.txt,9,0.400000,57.493413,11058,10033
../instancias/VFR600_20_1_Gap.txt,10,1.000000,119.887705,35419,33031
../instancias/VFR600_20_1_Gap.txt,9,1.000000,121.741020,35599,33099
../instancias/VFR100_60_1_Gap.txt,6,0.400000,58.317804,11312,10002
../instancias/VFR60_5_10_Gap.txt,9,0.600000,3.115411,3885,3677
../instancias/VFR10_15_1_Gap.txt,6,0.600000,1.455868,1405,1356
../instancias/VFR100_60_1_Gap.txt,10,0.600000,57.577059,11305,10091
../instancias/VFR700_20_10_Gap.txt,8,0.200000,140.480732,40925,37988
../instancias/VFR20_20_1_Gap.txt,5,0.400000,3.855083,2620,2331
../instancias/VFR600_20_1_Gap.txt,7,0.200000,134.724756,35780,32996
../instancias/VFR600_20_1_Gap.txt,6,1.000000,123.463557,35438,32932
../instancias/VFR20_10_3_Gap.txt,8,0.400000,2.023153,1981,1711
../instancias/VFR60_5_10_Gap.txt,9,0.800000,3.159131,3870,3665
../instancias/VFR500_60_3_Gap.txt,7,0.600000,302.944804,36001,33651
../instancias/VFR20_20_1_Gap.txt,7,0.200000,3.774483,2654,2309
../instancias/VFR600_20_1_Gap.txt,7,0.400000,119.122448,35858,32936
../instancias/VFR20_10_3_Gap.txt,3,0.000000,2.114436,2017,1714
../instancias/VFR60_10_3_Gap.txt,2,0.400000,6.039216,4201,3656
../instancias/VFR700_20_10_Gap.txt,4,0.600000,139.208861,40760,37738
../instancias/VFR60_5_10_Gap.txt,4,0.400000,3.131294,3858,3667
../instancias/VFR60_10_3_Gap.txt,6,0.000000,6.060660,4357,3646
../instancias/VFR60_5_10_Gap.txt,1,1.000000,3.143099,3960,3665
../instancias/VFR60_5_10_Gap.txt,2,1.000000,3.129480,3969,3665
../instancias/VFR500_40_1_Gap.txt,1,0.200000,196.542212,33697,30777
../instancias/VFR10_15_1_Gap.txt,2,0.400000,1.420492,1483,1346
../instancias/VFR500_40_1_Gap.txt,8,0.000000,202.132796,33119,30727
../instancias/VFR500_60_3_Gap.txt,5,0.200000,299.715298,37071,33512
../instancias/VFR20_10_3_Gap.txt,6,0.400000,2.059964,1960,1698
../instancias/VFR500_40_1_Gap.txt,3,0.200000,199.950776,33762,30856
../instancias/VFR700_20_10_Gap.txt,5,0.400000,140.680338,40741,37878
../instancias/VFR20_20_1_Gap.txt,10,1.000000,3.992877,2950,2355
../instancias/VFR500_40_1_Gap.txt,5,1.000000,202.505324,34580,30585
../instancias/VFR700_20_10_Gap.txt,4,1.000000,142.283932,40908,37632
../instancias/VFR500_60_3_Gap.txt,10,0.600000,301.422642,36938,33584
../instancias/VFR20_20_1_Gap.txt,6,1.000000,3.804909,2739,2306
../instancias/VFR10_15_1_Gap.txt,9,1.000000,1.433569,1456,1309
../instancias/VFR500_40_1_Gap.txt,2,0.200000,205.002667,33521,30691
../instancias/VFR600_20_1_Gap.txt,6,0.800000,117.766073,36636,32808
../instancias/VFR100_60_1_Gap.txt,1,0.800000,57.089107,11390,9975
../instancias/VFR600_20_1_Gap.txt,5,0.800000,120.820799,36132,32755
../instancias/VFR60_5_10_Gap.txt,4,0.600000,3.259099,3834,3665
../instancias/VFR500_40_1_Gap.txt,2,1.000000,196.503309,33030,30683
../instancias/VFR60_10_3_Gap.txt,9,0.400000,5.836477,4274,3653
../instancias/VFR500_60_3_Gap.txt,5,0.800000,295.294121,36439,33567
../instancias/VFR600_20_1_Gap.txt,3,0.000000,117.042111,35473,32820
../instancias/VFR60_5_10_Gap.txt,1,0.800000,3.162313,3955,3665
../instancias/VFR20_10_3_Gap.txt,6,0.200000,1.975236,2120,1655
../instancias/VFR500_60_3_Gap.txt,10,0.200000,297.116124,36208,33601
../instancias/VFR60_5_10_Gap.txt,8,0.800000,3.154491,3846,3667
../instancias/VFR100_60_1_Gap.txt,10,0.400000,58.451842,11402,10059
../instancias/VFR100_60_1_Gap.txt,9,0.200000,57.810658,11061,10123
../instancias/VFR20_20_1_Gap.txt,6,0.200000,3.974514,2809,2333
../instancias/VFR60_10_3_Gap.txt,10,0.400000,6.035960,4296,3648
../instancias/VFR100_60_1_Gap.txt,4,0.200000,57.648749,11190,10029
../instancias/VFR500_60_3_Gap.txt,9,0.800000,301.341479,36444,33321
../instancias/VFR500_40_1_Gap.txt,2,0.600000,201.151074,33896,30933
../instancias/VFR500_60_3_Gap.txt,4,0.000000,291.876238,36930,33435
../instancias/VFR20_10_3_Gap.txt,5,0.400000,2.021406,1948,1666
../instancias/VFR10_15_1_Gap.txt,2,0.200000,1.419866,1436,1347
../instancias/VFR60_10_3_Gap.txt,6,0.200000,6.025120,4450,3690
../instancias/VFR100_60_1_Gap.txt,8,0.200000,57.536991,11318,10074
../instancias/VFR60_10_3_Gap.txt,6,1.000000,6.044515,4387,3621
../instancias/VFR700_20_10_Gap.txt,3,0.200000,147.468744,40967,37717
../instancias/VFR60_5_10_Gap.txt,10,0.800000,3.144920,3900,3684
../instancias/VFR60_10_3_Gap.txt,10,0.600000,5.884369,4175,3634
../instancias/VFR20_10_3_Gap.txt,10,0.200000,2.071835,2068,1655
../instancias/VFR500_40_1_Gap.txt,4,0.200000,203.706082,33301,30725
../instancias/VFR700_20_10_Gap.txt,2,0.600000,144.521865,40884,37862
../instancias/VFR500_40_1_Gap.txt,5,0.000000,196.496202,33119,30611
../instancias/VFR20_10_3_Gap.txt,1,1.000000,2.013359,1950,1657
../instancias/VFR60_10_3_Gap.txt,1,0.000000,5.960916,4357,3553
../instancias/VFR100_60_1_Gap.txt,4,0.800000,58.741969,11745,10014
../instancias/VFR60_10_3_Gap.txt,8,0.000000,5.951887,4357,3652
../instancias/VFR20_20_1_Gap.txt,9,1.000000,3.876848,2763,2382
../instancias/VFR600_20_1_Gap.txt,4,0.200000,119.476853,35627,32806
../instancias/VFR700_20_10_Gap.txt,3,1.000000,138.746771,40766,37900
../instancias/VFR500_60_3_Gap.txt,3,0.600000,301.352992,36758,33715
../instancias/VFR20_10_3_Gap.txt,1,0.800000,2.050693,2005,1681
../instancias/VFR20_20_1_Gap.txt,9,0.000000,3.860537,2715,2328
../instancias/VFR60_10_3_Gap.txt,5,0.800000,6.056166,4341,3645
../instancias/VFR20_10_3_Gap.txt,6,0.000000,2.042507,2017,1633
../instancias/VFR100_60_1_Gap.txt,3,0.800000,57.914880,11214,10187
../instancias/VFR100_60_1_Gap.txt,9,0.800000,56.933646,11508,10081
../instancias/VFR500_60_3_Gap.txt,1,1.000000,298.601758,35829,33470
../instancias/VFR10_15_1_Gap.txt,1,0.200000,1.485897,1454,1392
../instancias/VFR600_20_1_Gap.txt,9,0.600000,119.403653,36260,33005
../instancias/VFR100_60_1_Gap.txt,2,0.600000,57.921242,11131,9985
../instancias/VFR100_60_1_Gap.txt,7,0.200000,57.954678,11450,9939
../instancias/VFR20_10_3_Gap.txt,3,0.800000,2.049176,1903,1740
../instancias/VFR20_10_3_Gap.txt,4,1.000000,2.115570,1935,1732
../instancias/VFR60_10_3_Gap.txt,7,0.000000,6.016705,4357,3675
../instancias/VFR20_10_3_Gap.txt,6,1.000000,2.012514,1983,1686
../instancias/VFR60_5_10_Gap.txt,3,0.000000,3.062968,3849,3665
../instancias/VFR10_15_1_Gap.txt,6,1.000000,1.443233,1616,1321
../instancias/VFR60_10_3_Gap.txt,5,1.000000,6.011590,4197,3589
../instancias/VFR10_15_1_Gap.txt,5,1.000000,1.431888,1504,1344
../instancias/VFR20_20_1_Gap.txt,2,0.200000,3.884473,2820,2386
../instancias/VFR600_20_1_Gap.txt,9,0.800000,118.103157,35825,32950
../instancias/VFR20_10_3_Gap.txt,6,0.800000,2.005862,1841,1734
../instancias/VFR60_10_3_Gap.txt,6,0.400000,5.926589,4415,3742
../instancias/VFR60_10_3_Gap.txt,8,0.600000,5.935016,4376,3556
../instancias/VFR100_60_1_Gap.txt,2,0.400000,58.227424,11071,10038
../instancias/VFR700_20_10_Gap.txt,5,0.200000,140.132247,40632,37824
../instancias/VFR20_10_3_Gap.txt,9,1.000000,2.030963,2036,1698
../instancias/VFR60_10_3_Gap.txt,10,1.000000,6.019819,4282,3650
../instancias/VFR10_15_1_Gap.txt,8,0.800000,1.442508,1465,1317
../instancias/VFR100_60_1_Gap.txt,2,1.000000,59.825923,11517,10054
../instancias/VFR60_5_10_Gap.txt,4,0.800000,3.169212,4031,3680
../instancias/VFR600_20_1_Gap.txt,8,0.200000,118.640546,35773,32838
../instancias/VFR700_20_10_Gap.txt,4,0.000000,139.641529,40916,37886
../instancias/VFR500_40_1_Gap.txt,10,0.400000,199.979028,33324,30635
../instancias/VFR60_5_10_Gap.txt,6,0.600000,3.093189,3946,3684
../instancias/VFR700_20_10_Gap.txt,1,0.800000,148.605982,41341,37859
